sample_index,unlearning_set_index,label,model_type,elapsed_time_sec,query_count
3,0,1,unlearning,25.19282341003418,24550
3,0,0,original,25.361167430877686,24549
3,0,0,unlearning,24.910915851593018,24549
3,1,1,original,24.811971426010132,24550
3,1,1,unlearning,24.390671730041504,24550
3,1,0,original,24.238779544830322,24550
3,1,0,unlearning,25.339762210845947,24549
3,2,1,original,24.6568500995636,24550
3,2,1,unlearning,25.11930251121521,24551
3,2,0,original,24.473174571990967,24549
3,2,0,unlearning,24.92279887199402,24549
3,3,1,original,24.67140817642212,24550
3,3,1,unlearning,24.43046259880066,24551
3,3,0,original,24.133026838302612,24549
3,3,0,unlearning,23.885817527770996,24549
3,4,1,original,24.146318912506104,24550
3,4,1,unlearning,24.228548765182495,24550
3,4,0,original,24.671653747558594,24549
3,4,0,unlearning,24.296666383743286,24549
3,5,1,original,24.163626670837402,24550
3,5,1,unlearning,25.184443950653076,24550
3,5,0,original,24.822571754455566,24549
3,5,0,unlearning,24.24872636795044,24549
3,6,1,original,24.725539207458496,24550
3,6,1,unlearning,24.79247212409973,24550
3,6,0,original,24.238858461380005,24549
3,6,0,unlearning,24.781982898712158,24549
3,7,1,original,24.806631088256836,24550
3,7,1,unlearning,24.53201937675476,24550
3,7,0,original,24.531293630599976,24549
3,7,0,unlearning,24.577852249145508,24551
3,8,1,original,24.161123275756836,24550
3,8,1,unlearning,24.568739891052246,24550
3,8,0,original,25.045109272003174,24549
3,8,0,unlearning,24.989856958389282,24549
3,9,1,original,24.85074806213379,24551
3,9,1,unlearning,25.222126245498657,24554
3,9,0,original,24.929415702819824,24549
3,9,0,unlearning,24.991840839385986,24549
3,10,1,original,25.317081451416016,24555
3,10,1,unlearning,24.6351797580719,24550
3,10,0,original,24.60914397239685,24549
3,10,0,unlearning,24.409291982650757,24549
3,11,1,original,24.326210498809814,24550
3,11,1,unlearning,24.581141471862793,24552
3,11,0,original,24.38524842262268,24549
3,11,0,unlearning,24.160802841186523,24549
3,12,1,original,24.510988473892212,24550
3,12,1,unlearning,24.477081060409546,24550
3,12,0,original,24.530272960662842,24550
3,12,0,unlearning,24.78198003768921,24549
3,13,1,original,24.643627882003784,24550
3,13,1,unlearning,24.811655521392822,24550
3,13,0,original,0.0,1
3,13,0,unlearning,0.0,1
3,14,1,original,25.989477396011353,24550
3,14,1,unlearning,27.061763525009155,24550
3,14,0,original,27.266056537628174,24549
3,14,0,unlearning,27.688306093215942,24549
3,15,1,original,27.45314908027649,24550
3,15,1,unlearning,26.734764337539673,24550
3,15,0,original,25.967584371566772,24549
3,15,0,unlearning,26.56699514389038,24549
3,16,1,original,26.531858682632446,24550
3,16,1,unlearning,26.48371386528015,24550
3,16,0,original,26.045592308044434,24549
3,16,0,unlearning,25.8751699924469,24549
3,17,1,original,25.644428491592407,24550
3,17,1,unlearning,25.15449070930481,24550
3,17,0,original,25.073395252227783,24551
3,17,0,unlearning,25.219866037368774,24550
3,18,1,original,24.850218057632446,24550
3,18,1,unlearning,25.360832929611206,24550
3,18,0,original,0.015929222106933594,1
3,18,0,unlearning,0.0020084381103515625,1
3,19,1,original,25.26605796813965,24550
3,19,1,unlearning,25.078248977661133,24550
3,19,0,original,24.843857288360596,24549
3,19,0,unlearning,24.734205722808838,24549
4,0,1,original,24.792370557785034,24550
4,0,1,unlearning,24.041120052337646,24550
4,0,0,original,24.68996810913086,24549
4,0,0,unlearning,24.734748363494873,24550
4,1,1,original,24.6867253780365,24550
4,1,1,unlearning,25.57043743133545,24550
4,1,0,original,25.035834789276123,24549
4,1,0,unlearning,24.972084522247314,24549
4,2,1,original,25.371912956237793,24550
4,2,1,unlearning,25.644565105438232,24551
4,2,0,original,25.062047004699707,24549
4,2,0,unlearning,24.390137195587158,24549
