sample_index,unlearning_set_index,label,model_type,elapsed_time_sec,query_count
0,0,1,original,2.987224817276001,2390
0,0,1,unlearning,3.486931800842285,2390
0,0,0,original,3.422753095626831,2389
0,0,0,unlearning,2.9598917961120605,2389
0,1,1,original,2.7502918243408203,2391
0,1,1,unlearning,2.5497844219207764,2390
0,1,0,original,3.060115098953247,2389
0,1,0,unlearning,2.3799591064453125,2389
0,3,1,original,2.916134834289551,2391
0,3,1,unlearning,2.803755760192871,2390
0,3,0,original,2.8669793605804443,2389
0,3,0,unlearning,3.162996768951416,2389
0,4,1,original,3.0284531116485596,2392
0,4,1,unlearning,2.7136690616607666,2394
0,4,0,original,2.8437750339508057,2389
0,4,0,unlearning,2.8540754318237305,2389
0,5,1,original,2.4026670455932617,2390
0,5,1,unlearning,2.3822367191314697,2390
0,5,0,original,2.542113780975342,2389
0,5,0,unlearning,2.4597365856170654,2389
0,6,1,original,2.6646125316619873,2390
0,6,1,unlearning,2.4541666507720947,2390
0,6,0,original,2.7848942279815674,2389
0,6,0,unlearning,2.769735336303711,2389
0,7,1,original,2.5053884983062744,2393
0,7,1,unlearning,2.894083261489868,2390
0,7,0,original,3.037818193435669,2389
0,7,0,unlearning,2.340149164199829,2389
0,8,1,original,3.0319175720214844,2390
0,8,1,unlearning,2.751344680786133,2390
0,8,0,original,2.576680898666382,2389
0,8,0,unlearning,2.5926461219787598,2390
0,9,1,original,2.477006435394287,2390
0,9,1,unlearning,2.5102381706237793,2390
0,9,0,original,0.012048721313476562,1
0,9,0,unlearning,0.0,1
0,10,1,original,2.5301616191864014,2390
0,10,1,unlearning,2.4299516677856445,2390
0,10,0,original,2.7682580947875977,2389
0,10,0,unlearning,2.639723300933838,2389
0,11,1,original,2.8000590801239014,2391
0,11,1,unlearning,2.6901562213897705,2390
0,11,0,original,2.8297815322875977,2389
0,11,0,unlearning,2.9701783657073975,2389
0,12,1,original,2.5188000202178955,2390
0,12,1,unlearning,2.7797272205352783,2390
0,12,0,original,2.6383519172668457,2389
0,12,0,unlearning,2.458000421524048,2389
0,13,1,original,2.721820592880249,2390
0,13,1,unlearning,2.7981185913085938,2390
0,13,0,original,2.61657452583313,2389
0,13,0,unlearning,2.76385235786438,2389
0,14,1,original,2.910032033920288,2394
0,14,1,unlearning,2.7100188732147217,2410
0,14,0,original,2.645266532897949,2396
0,14,0,unlearning,2.7121334075927734,2393
0,15,1,original,2.6230311393737793,2390
0,15,1,unlearning,2.616870403289795,2390
0,15,0,original,2.679896831512451,2389
0,15,0,unlearning,2.599999189376831,2389
0,16,1,original,2.7996866703033447,2399
0,16,1,unlearning,2.7900187969207764,2420
0,16,0,original,2.9215245246887207,2389
0,16,0,unlearning,2.619727373123169,2389
0,17,1,original,2.7393171787261963,2390
0,17,1,unlearning,2.6376161575317383,2390
0,17,0,original,2.7251789569854736,2389
0,17,0,unlearning,2.6702072620391846,2389
0,18,1,original,2.5045881271362305,2390
0,18,1,unlearning,2.714892864227295,2390
0,18,0,original,2.5451316833496094,2389
0,18,0,unlearning,2.514894962310791,2389
0,19,1,original,2.9199373722076416,2390
0,19,1,unlearning,2.7002971172332764,2390
0,19,0,original,2.8237509727478027,2389
0,19,0,unlearning,2.6677074432373047,2389
1,0,1,original,2.7921414375305176,2390
1,0,1,unlearning,2.4678947925567627,2390
1,0,0,original,2.68764328956604,2389
1,0,0,unlearning,2.6900651454925537,2389
1,1,1,original,2.691314935684204,2390
1,1,1,unlearning,2.5999598503112793,2390
1,1,0,original,2.8222551345825195,2389
1,1,0,unlearning,2.7323338985443115,2389
1,2,1,original,2.5054290294647217,2390
1,2,1,unlearning,2.5460357666015625,2390
1,2,0,original,2.760030746459961,2389
1,2,0,unlearning,2.924976110458374,2389
1,3,1,original,2.4797282218933105,2390
1,3,1,unlearning,2.7357187271118164,2390
1,3,0,original,2.731693983078003,2389
1,3,0,unlearning,2.852519989013672,2389
1,4,1,original,2.7101528644561768,2390
1,4,1,unlearning,2.4699456691741943,2390
1,4,0,original,2.9024932384490967,2391
1,4,0,unlearning,2.882711410522461,2392
1,5,1,original,2.5599071979522705,2390
1,5,1,unlearning,2.679316520690918,2390
1,5,0,original,2.534731388092041,2389
1,5,0,unlearning,2.725447177886963,2389
1,6,1,original,2.673255681991577,2390
1,6,1,unlearning,2.6898982524871826,2390
1,6,0,original,2.789715051651001,2389
1,6,0,unlearning,2.6950783729553223,2389
1,7,1,original,2.664504051208496,2390
1,7,1,unlearning,2.6416051387786865,2390
1,7,0,original,2.620387554168701,2389
1,7,0,unlearning,2.4795587062835693,2389
1,8,1,original,2.459007978439331,2390
1,8,1,unlearning,2.4850077629089355,2390
1,8,0,original,2.654156446456909,2389
1,8,0,unlearning,2.569131851196289,2389
1,9,1,original,2.912989377975464,2392
1,9,1,unlearning,2.574308156967163,2391
1,9,0,original,2.630000591278076,2389
1,9,0,unlearning,2.6480062007904053,2389
1,10,1,original,2.636385679244995,2390
1,10,1,unlearning,2.7439324855804443,2390
1,10,0,original,2.7760798931121826,2389
1,10,0,unlearning,2.6401207447052,2389
1,11,1,original,2.670301914215088,2390
1,11,1,unlearning,2.532804012298584,2390
1,11,0,original,2.591552495956421,2389
1,11,0,unlearning,2.6485793590545654,2389
1,12,1,original,2.746469020843506,2390
1,12,1,unlearning,2.7641444206237793,2390
1,12,0,original,2.682614326477051,2389
1,12,0,unlearning,2.72761869430542,2389
1,13,1,original,2.829198122024536,2390
1,13,1,unlearning,2.6648495197296143,2390
1,13,0,original,2.774031639099121,2389
1,13,0,unlearning,2.93127703666687,2389
1,14,1,original,2.962284564971924,2391
1,14,1,unlearning,2.5230209827423096,2390
1,14,0,original,2.5750021934509277,2389
1,14,0,unlearning,2.4949398040771484,2389
1,15,1,original,2.7398555278778076,2390
1,15,1,unlearning,2.5552356243133545,2390
1,15,0,original,2.6234042644500732,2389
1,15,0,unlearning,2.5376036167144775,2389
1,16,1,original,2.725006580352783,2390
1,16,1,unlearning,2.517087697982788,2390
1,16,0,original,2.6197142601013184,2389
1,16,0,unlearning,2.460041046142578,2389
1,17,1,original,2.519587755203247,2390
1,17,1,unlearning,2.77028751373291,2390
1,17,0,original,2.5251946449279785,2390
1,17,0,unlearning,2.7032973766326904,2394
1,18,1,original,2.7371418476104736,2390
1,18,1,unlearning,2.580132246017456,2390
1,18,0,original,2.9450361728668213,2389
1,18,0,unlearning,2.539905548095703,2389
1,19,1,original,2.491279363632202,2393
1,19,1,unlearning,2.607964515686035,2391
1,19,0,original,2.4421393871307373,2389
1,19,0,unlearning,2.781900644302368,2389
2,1,1,original,2.6527578830718994,2391
2,1,1,unlearning,2.645219564437866,2390
2,1,0,original,2.739485025405884,2389
2,1,0,unlearning,2.473334550857544,2389
2,2,1,original,2.8448903560638428,2390
2,2,1,unlearning,2.5801799297332764,2390
2,2,0,original,2.6199615001678467,2389
2,2,0,unlearning,2.4702835083007812,2389
2,3,1,original,2.7031662464141846,2390
2,3,1,unlearning,2.556485176086426,2390
2,3,0,original,2.5599586963653564,2389
2,3,0,unlearning,2.701373338699341,2389
2,4,1,original,2.5965089797973633,2390
2,4,1,unlearning,2.669822931289673,2390
2,4,0,original,2.4901442527770996,2389
2,4,0,unlearning,2.5671160221099854,2389
2,5,1,original,2.5506691932678223,2390
2,5,1,unlearning,2.6501448154449463,2390
2,5,0,original,2.5711781978607178,2389
2,5,0,unlearning,2.4251937866210938,2389
2,6,1,original,2.8533201217651367,2390
