sample_index,unlearning_set_index,label,model_type,elapsed_time_sec,query_count
0,0,1,original,66.04326272010803,1062
0,0,1,unlearning,74.16175818443298,1062
0,0,0,original,70.42906475067139,1062
0,0,0,unlearning,69.91201281547546,1062
0,6,1,original,74.07707357406616,2124
0,6,1,unlearning,71.6215558052063,1062
0,6,0,original,78.82513499259949,2124
0,6,0,unlearning,72.06859302520752,1062
0,12,1,original,68.03863739967346,2124
0,12,1,unlearning,71.97998571395874,1062
0,12,0,original,68.17778468132019,2124
0,12,0,unlearning,65.22549486160278,1062
1,0,1,original,72.36983132362366,1062
1,0,1,unlearning,75.13173031806946,1062
1,0,0,original,68.17173528671265,1062
1,0,0,unlearning,66.0015516281128,1062
1,13,1,original,71.99069142341614,2124
1,13,1,unlearning,65.13797211647034,1062
1,13,0,original,67.68860101699829,2124
1,13,0,unlearning,67.65760612487793,1062
2,0,1,original,65.64867949485779,1062
2,0,1,unlearning,65.63569641113281,1062
2,0,0,original,67.31997680664062,1062
2,0,0,unlearning,66.75734782218933,1062
2,9,1,original,65.6115779876709,2124
2,9,1,unlearning,65.94743514060974,1062
2,9,0,original,66.36097240447998,2124
2,9,0,unlearning,70.55299782752991,1062
2,12,1,original,73.14663696289062,2124
2,12,1,unlearning,93.29937481880188,1062
2,12,0,original,92.84172415733337,2124
2,12,0,unlearning,92.19493508338928,1062
2,16,1,original,63.386900424957275,2124
2,16,1,unlearning,63.53319263458252,1062
2,16,0,original,58.58466029167175,2124
2,16,0,unlearning,43.29273581504822,1062
2,18,1,original,55.35784077644348,2124
2,18,1,unlearning,36.4904043674469,1062
2,18,0,original,34.4856493473053,2124
2,18,0,unlearning,38.15232729911804,1062
3,0,1,original,35.76069927215576,1062
3,0,1,unlearning,34.41694092750549,1062
3,0,0,original,35.78772521018982,1062
3,0,0,unlearning,48.6232430934906,1062
3,4,1,original,54.99537634849548,2124
3,4,1,unlearning,65.53907036781311,1062
3,4,0,original,86.64378380775452,2124
3,4,0,unlearning,65.94972038269043,1062
3,5,1,original,75.42630290985107,2124
3,5,1,unlearning,37.43370795249939,1062
3,5,0,original,37.44831967353821,2124
3,5,0,unlearning,35.63898301124573,1062
3,11,1,original,37.460644245147705,2124
3,11,1,unlearning,36.628649950027466,1062
3,11,0,original,37.608582735061646,2124
3,11,0,unlearning,42.25286865234375,1062
4,0,1,original,50.632851123809814,1062
4,0,1,unlearning,54.84579157829285,1062
4,0,0,original,54.76674747467041,1062
4,0,0,unlearning,56.80838680267334,1062
4,2,1,original,55.875686168670654,2124
4,2,1,unlearning,54.73990440368652,1062
4,2,0,original,55.48364233970642,2124
4,2,0,unlearning,56.21245193481445,1062
4,11,1,original,0.9766204357147217,1166
4,11,1,unlearning,0.8238763809204102,104
4,11,0,original,1.0337753295898438,1166
4,11,0,unlearning,1.1728339195251465,104
